date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2025-08-13 23:20:11+00:00,1,"En recherchant des logements pour notre séjour à la Sardaigne du 15 août jusqu'au 20, on trouve plusieurs logements qui sont affichés en tant que disponible sur cette période là or qu'en contactant le propriétaire il nous informe que non le logement n'est pas disponible, et ça nous est arrivé avec plusieurs logements",Google Play,Service Client,Qualité du bien,Haute
2025-08-13 18:04:46+00:00,2,appli non conviviale et très mal pensée,Google Play,UX / Ergonomie,,Moyenne
2025-08-13 16:38:50+00:00,1,"Nous avons vécu une expérience horrible récemment: location d'une maison, limite insalubre et surtout dangereuse. La maison ne correspond pas aux photos et description. Piscine hors service. Terrasse dangeureuse, escalier à la limite de s'effondrer. Maison sale. comment est ce possible de louer un bien dans un tel état à ce prix? c'est du vol. pas de contrôle des biens par abritel??? nous avons ouvert une réclamation, qui est à ce jour sans réponse. Pas de proposition de relogement....",Google Play,Financier,Service Client,Haute
2025-08-13 14:35:55+00:00,1,"Resa fantome. J’envoie un message à un propriétaire demandant si son bien est dispo, celle ci déclenche directement le paiement, je reçois de multiples mails en anglais me demandant de régler, et je ne peux annuler cette resa que je n’ai jamais faite …",Trustpilot,Localisation / Langue,Annulation / Réservation,Haute
2025-08-13 14:33:17+00:00,1,"Abritel. Abritel, contrairement à sa page Aide, interdit aux vacanciers d'accéder à leurs propres appréciations laissées par les propriétaires et leurs étoiles, sur leur profil ou quand vous le demandez à Abritel. Mais les appréciations du vacanciers sont lisibles par tous les propriétaires lors d'une nouvelle réservation. La loi RGPD n'est pas respectée",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-13 13:30:45+00:00,1,Ubuesque !. Catastrophique,App Store,Autre,,Haute
2025-08-13 10:17:40+00:00,1,"bonjour nous n'avons pas été dans l,appartement de rosenheim car nous avons reçu des messages comme quoi le règlement n'était pas effectué et que la réservation été annulée. a notre surprise nous avons été débité du règlement alors que nous avions réservé un autre logement sur abritel. nous souhaitons être remboursé. merci . Bruno",Google Play,Annulation / Réservation,Financier,Haute
2025-08-13 09:53:37+00:00,2,"impossible d ouvrir son compte, erreur interne affichée.",Google Play,Bug Technique,,Haute
2025-08-12 10:47:04+00:00,1,Une location qui a été débité alors que…. Une location qui a été débité alors que l'hôtel ne loue plus le logement depuis 2 ans Honteux plus jamais je loue avec Abritel,Trustpilot,Qualité du bien,,Haute
2025-08-12 09:09:53+00:00,2,"comment obtenir une réponse à cette question simple : la somme demandée pour réserver une location étant la totalité du prix, est-elle encaissée TOUT DE SUITE ou simplement placée en caution ?? trop tard, je réserve sur un site où l'on ne paye qu'un acompte😆",Google Play,Financier,Service Client,Haute
2025-08-12 08:33:02+00:00,1,cela fait 1 mois que je n'ai.pas accès à mon calendrier ni à la programmation des tarifs ! abritel me balade du service clientèle ou service technique ...! AUCUNE SOLUTION APPORTÉE,Google Play,Annulation / Réservation,Financier,Haute
2025-08-11 20:29:20+00:00,1,"si j'avais ou mettre 0 étoile je l'aurais fais nous avons réserver une maison à aourir au Maroc et c'est une arnaque les photos sont trompeuse (photo de plage de sable fin, alors que la plage c'est des énorme galet avec de la pollution) bref horrible je ne recommande surtout pas cette application qui ne vérifie par les hôtes et le remboursement marche pas",Google Play,Financier,Bug Technique,Haute
2025-08-11 18:38:12+00:00,1,je ne retrouve pas l accès à mon annonce où j ai 2 réservations dont 2 locataires actuellement présents chez moi,Google Play,Qualité du bien,,Haute
2025-08-11 18:34:59+00:00,1,connexion très compliqué depuis un smartphone,Google Play,Bug Technique,UX / Ergonomie,Haute
2025-08-11 14:44:55+00:00,1,"⚠️A fuir de toute urgence ⚠️. ⚠️Réservation faites depuis plusieurs semaines , nous partons pour un périple de 5 h de route , à notre arrivée sur les lieux de l'hébergement ( pour rappel à 5h de route de notre domicile ) nous recevons un message nous indiquant que la réservation est annulée , sans explication... nous sommes donc contraint de retrousser chemin puisque en plein mois d'août il est impossible de trouver un hébergement de dernière minute. 
C'est scandaleux. Après renseignement il semble que l'hôte soit habitué à ce genre de pratique ce qui ne semble pas déranger ABRITEL ,  A FUIR ABSOLUMENT⚠️",Trustpilot,Annulation / Réservation,Qualité du bien,Haute
2025-08-11 12:57:22+00:00,5,Réservation facile et sécurisée.,Google Play,Autre,,Basse
2025-08-11 12:12:06+00:00,1,"Vacances gâchées. Une plateforme du Moyen-Age, un service client mensonger, des vacances gâchées.
J’avais réservé un logement qui n’était en fait pas disponible mais pour lequel les fonds m’ont bien été directement retirés.
Après presque 3h passées au téléphone, nous aboutissons à un compromis : nous allons faire une nouvelle réservation et la différence entre le prix de la nouvelle réservation et de la réservation initiale nous sera remboursée. 10 jours et 2h de service client plus tard, personne ne peut nous donner de nouvelles d’où en est le remboursement.
On progresse dans l’ineptie, le service client nous raccroche maintenant directement au nez.
Fuyez !",Trustpilot,Financier,Service Client,Haute
2025-08-11 02:31:03+00:00,1,"Plateforme ABRITEL...une expérience profondément décevante, stressante et des vacances gâchées. Depuis quatre jours, nous tentons en vain de réserver une maison via Abritel pour passer quelques jours de vacances en famille. Nous sélectionnons un logement affiché comme disponible sur la plateforme mais à chaque fois, la réservation est annulée entre 12 et 24 heures plus tard, faute de réelle disponibilité.

Pour notre dernière tentative, la réservation a été enfin confirmée puisque le montant nous a été débité. Pourtant, à quelques heures seulement du départ en vacances, nous recevons un SMS du propriétaire (envoyé à minuit pour un départ prévu à 7h du matin) nous informant qu’il ne comprennait pas ce qu’il s’était passé, mais qu’il ne pourrait pas nous accueillir, le logement n’étant en réalité pas disponible. Incompréhension totale. Nous voilà, valises prêtes, enfants couchés pour un départ matinal… et sans hébergement.

Nous avons immédiatement contacté le service client d'Abritel. Leur réponse ? Le remboursement est ""en cours"", vous le recevrez dans 5 jours. En attendant ? Aucune solution concrète. On nous propose simplement de nous envoyer des liens vers d’autres logements… La belle affaire ! Permettez-moi d’exprimer de sérieux doutes quant à la possibilité réelle de trouver un logement effectivement disponible. 

Bref aucun accompagnement, aucune prise en charge. En clair : débrouillez-vous à 6h du départ en vacances !!!

Et lorsque j’ai soulevé un autre point important, celui de devoir avancer à nouveau une somme conséquente (remboursement en attente)...aucune alternative, aucune aide. Juste une impasse.

On est vraiment déçus, tristes pour nos enfants, et de fait très en colère. Nos enfants attendaient ces vacances avec impatience. Ce moment devait être synonyme de joie, de retrouvailles (nous devions rejoindre de la famille vivant à proximité) et de repos bien mérité. À la place, nous sommes plongés dans un stress intense, avec un sentiment d’impuissance totale.

C’est inacceptable qu’une plateforme comme Abritel, censée sécuriser ce genre d’expérience, nous laisse sans AUCUNE solution à quelques heures du départ. Nous espérions des vacances, nous récoltons de la frustration.
Nous espérons au moins que ce témoignage servira à d’autres, pour qu’ils soient mieux préparés que nous à faire face à ce genre de situation… ou qu’ils choisissent une plateforme plus fiable",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-10 23:50:49+00:00,1,"Expérience désastreuse avec ma location Abritel, le logement était sensé être Hôte premium et coup de coeur ! A la place nous avons eu un havre de saleté et un logement dans un état pitoyable. Attention ! leur publicité sont mensongères. De plus aucune prise en charge des problèmes par leur soi-disant plateforme d'assistance... une honte",Google Play,Service Client,Qualité du bien,Haute
2025-08-10 20:25:27+00:00,5,Site très pratique et sécurisant. Je loue en toute sécurité pour nos Week-end ou vacances.,Google Play,Autre,,Basse
2025-08-10 16:46:21+00:00,1,"très mauvaise expérience même pour la première fois vous devriez en cadré vos propriétaires pour avoir plus confiance je vous assure que je ne recommanderais pas a les amies de prendres des séjour a court ou moyen Therme car propriétaire absent demande L argent sans aucune Garantie je vous conseil fortement d éviter ces genre de propriétaire fantôme, sinon dans L ensemble il y a que la climatisation qui etait bien le reste très dessus, pour vous dire que dans le studio il y a des trucs cassés",Google Play,Financier,Qualité du bien,Haute
2025-08-10 15:41:16+00:00,1,"Très mauvaise 1ere expérience A fuir. Réservation acceptée en ligne alors que les dates n'étaient pas disponibles !l'hôte ne répond pas au message, hormis pour m'informer deux jours après que le logement est déjà pris.La somme due a été débitée malgré tout après l'annulation !!!!. En attente du remboursement",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-10 10:42:46+00:00,1,"Pas ergonomique. des dates sont indiquées indisponibles INDÛMENT, UN SCANDALE!!!",Google Play,Annulation / Réservation,UX / Ergonomie,Haute
2025-08-10 10:41:01+00:00,1,"Une catastrophe. J’attire votre attention sur le site Abritel, et plus particulièrement sur son service client.
Suite à une location non conforme au descriptif, nous avons dû nous débrouiller seuls pour trouver un hébergement sur place (hôtel, petit-déjeuner, repas du soir) en attendant une solution de relogement… qui n’a jamais été proposée, contrairement à ce que le service client avait annoncé.

Après de nombreuses démarches, nous avons finalement obtenu, avec beaucoup de difficultés, le remboursement de la location. En revanche, aucune prise en charge du préjudice subi ni du coût de la nuit d’hôtel.
Le service client se contente de vous faire perdre du temps : impossible de joindre le service litige par téléphone, et aucune réponse aux mails envoyés",Trustpilot,Financier,Service Client,Haute
2025-08-09 19:33:20+00:00,1,impossible de se connecter sur Abritel locations Maisons,Google Play,Bug Technique,Qualité du bien,Haute
2025-08-09 17:11:53+00:00,1,"Location annulée par l'hôte une fois…. Location annulée par l'hôte une fois arrivé sur place après 650km de voyage 
3 ados 2 parents très remontés contre l'hôte d'une part et abritel d'autre part.
Aucune aide ,on a du retrouver un hôtel pour le soir ,un scandale. Le lendemain on a du rebrousser chemin faute de location",Trustpilot,Annulation / Réservation,Service Client,Haute
2025-08-09 14:24:46+00:00,5,facile de réserver et de payer !,Google Play,Financier,,Basse
2025-08-09 09:47:32+00:00,1,"Très mauvaise expérience en ce mois…. Très mauvaise expérience en ce mois d’août 2025 sur notre location d’appartement d’une semaine sur Dax
A l’arrivée dans l’appartement , celui ci etait dans un état déplorable : tout etait sans dessus dessous , les poubelles pleines , le frigo éteint mais rempli de nourriture commencée, salle de bain toilette immondes, literie salle … , sol rempli de poils de chien. 
Immédiatement nous avons appelé la propriétaire et  abritel on envoyant les photos et en demandant l’annulation de la réservation , le contrat n’étant pas respecté .
Le soir même nous devions trouver une chambre d’hôtel pour la nuit et le lendemain nous avons passé une journée de vacance à rechercher une nouvelle location . ( plein août dans cette région …) 
Nous avons donc demandé également à abritel le dédommagement de notre nuit d hôtel . 

A ce jour , après plusieurs aller-retour avec la propriétaire ( car c est la propriétaire qui devait accepter  , abritel ne pouvait pas décider ….) nous devrions être remboursé mais aucune nouvelle du dédommagement . 

Nous espérons recevoir le remboursement , que pouvons nous faire pour le dédommagement de la nuit d’hôtel ?
Merci pour vos retours",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-09 09:31:56+00:00,5,1er année que je l'utilise est pas déçu moin cher que RBNB et j ai trouvé une location de vacances top,Google Play,Qualité du bien,,Basse
2025-08-08 17:30:34+00:00,1,honteux le service clients a fuire absolument,Google Play,Service Client,,Haute
2025-08-07 22:13:07+00:00,1,"Annonces frauduleuses.. Annonces frauduleuses.
Le bien n'existe pas ou n'est pas vraiment disponible. Le propriétaire n'annule pas et quand vous annulez, vous perdez 50% de la réservation",Trustpilot,Annulation / Réservation,Qualité du bien,Haute
2025-08-07 17:35:39+00:00,2,"très mauvais, difficile de retrouver les choses importantes, tout est mélangé sites réservées et consultés. Les factures sont dures à trouver. Les réservations ne sont pas fiables, elles peuvent être annulées après plusieurs jours, etc..",Google Play,Annulation / Réservation,Financier,Haute
2025-08-07 09:36:59+00:00,2,soucis avec l'application 2 dates se coche en même temps impossible de réserver,Google Play,Bug Technique,,Haute
2025-08-07 09:35:05+00:00,2,"Uniquement des avis positifs. Mes avis positifs sont publiés en 48h, mes avis négatifs vérifiables avec photo et constats factuels ne sont jamais publiés",App Store,Qualité du bien,,Moyenne
2025-08-07 09:13:37+00:00,1,"Propriétaires fuyez. Très mauvaise expérience en tant que propriétaires. 
Abritel a désactivé notre annonce  suite à une annulation cliente, cette désactivation devait durer 10jours, 1 mois après annonce toujours désactivée. Chaque fois qu’on les appelle, on tombe sur une personne différente qui nous fait répéter 50 fois notre nom, adresse émail, et qui la plupart du temps ne retrouve pas notre compte ! On raccroche et on tente avec une autre et rebelote, c’est usant…..
On reçoit des vacanciers du 2/08 autre 16/08, le paiement devait intervenir 1 jours après, or le7/08 toujours rien. Quand j’arrive enfin à avoir quelqu’un au téléphone qui retrouve mon compte elle me dit qu’il y’a un problème technique et qu’un Technicien me recontactera dans 72h ! Et en attendant où est l’argent on se demande, les vacanciers ont déjà réglé à abritel l’intégralité de leur séjour….
À fuir !!!!!!",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-06 20:09:01+00:00,1,"Adieu Abritel/Homeway. Propriétaire, j’utilise cette plate-forme depuis plus de 20 ans mais depuis le rachat d’Abritel, rien ne va plus… J’ai reçu une réservation pour le mois de Juillet 2026 et malheureusement les tarifs appliqués étaient ceux de la saison hivernale, donc j’ai pris contact avec les locataires pour annuler moins de 24h après la réservation qui est automatique (sinon vous êtes déclassé dans la liste de recherche, idem pour le paiement via leur plateforme…). J’ai invité les locataires à refaire leur réservation au tarif “été”. Moralité : la plateforme me sanctionne et suspend mon annonce pendant 7 jours et je perds mon status de membre premium… J’ai donc contacté la plateforme, réponse si vous ne respectez pas les règles c’est comme ça on ne peut rien faire… Alors je les ai sanctionné a vie ! Une honte car ils vivent principalement grâce aux propriétaires qui mettent leurs biens en location et ils se prennent de confortables marges juste pour publier votre annonce et vous emmerd… quand vous ne respectez pas leurs règles unilatéralement décidées. Abritel était une plateforme de mise en relation, elle est devenue une machine à cash despotique et anti commerciale… En tant que locataire ou propriétaire : Fuyez",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-06 19:45:58+00:00,1,"Très mauvaise gestion. Comment un site comme abritel ne gère absolument pas les locations !Réservation faite sans problème, règlement immédiat, numéro de réservation etc. Message de confirmation puis message de l'hôte qui vous informe que la réservation est annulée car déjà complet ! Perte de temps et grosse déception !!!",Trustpilot,Annulation / Réservation,Qualité du bien,Haute
2025-08-06 19:33:11+00:00,1,"Une fois le règlement fait impossible de communiquer avec ABRITEL. Une fois le règlement fait impossible de me connecter sur mon compte ABRITEL et de ce fait impossible d'avoir les renseignements pratiques de ma location ni de lire les messages du propriétaire.
J'ai signalé ce problème par ""mail de contact"" sur le site, ils ne m'ont jamais répondu.... Heureusement j'ai pu avoir les coordonnés du propriétaire en cherchant sur le net et nous avons communiqué en direct.
ABRITEL encaisse une commission mais ne fait pas le boulot derrière, c'est une honte. Je ne passerais plus jamais par eux pour mes locations de vacances",Trustpilot,Financier,Bug Technique,Haute
2025-08-06 18:50:15+00:00,1,"Escroc. Bonjour 
Nous avons effectué une réservation sur biot via le site abritel arrivée sur place une escroquerie de fausse annonce ou abritel nous a laissé sans même nous trouver une solution avec notre fils de 4 ans après plusieurs appel il nous rembourse même pas la somme promise par téléphone tout le monde se renvoi la balle vous devriez revoir votre organisation dans votre société et quand nous désirons un responsable personne nous les passe

MR Gonzalez Mme Pernaut",Trustpilot,Financier,Service Client,Haute
2025-08-06 16:59:27+00:00,1,Site a éviter...... Un enfer suite a une annulation qui pourtant a été fais dans les temps le remboursement ne ce fais pas malgré les appels a répétition a abritel on nous amuse en permanence....site a éviter rien a voir avec booking qui est vraiment plus réactif......première et dernière fois que nous passerons par Abritel une véritable honte!!!!!!,Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-06 14:09:46+00:00,1,l'application commute d'office en Anglais et affiche les prix en dollars néo zélandais depuis la mise à jour avec bookabach,Google Play,Localisation / Langue,Financier,Haute
2025-08-06 12:24:05+00:00,1,"Abritel (Vrbo) a désactivé mon annonce suite à des mails d’avertissement en anglais que je n’ai pas compris (ressemblant à des spams), concernant mon agenda qui n'était pas à jour et une activité jugée trop faible... Et maintenant, il n’y a aucun recours possible!?? Abritel et VRBO veulent sucer votre argent, et d'une infects dans leur démarche si vous n'êtes qu'un petit propriétaire. Je louais ma propre maison, dans laquelle je vis le reste de l'année, résultat : ""activité trop faible"". Honteux",Google Play,Localisation / Langue,Financier,Haute
2025-08-06 11:21:33+00:00,1,"Déception. Because of a conflict between abritel and the home owner planning, my reservation has been cancelled two weeks before my vacation. And all what I got from abritel assistance is : we are sorry for this. No proposition to help to find alternative solution. They didn’t deserve any star. I’ve put one just to send the comments",App Store,Service Client,Qualité du bien,Haute
2025-08-06 11:09:36+00:00,1,"Expérience propriétaire catastrophique. En tant que conciergerie, nous avons rencontré plusieurs problèmes avec la plateforme Abritel.
Tout d’abord, nous avons eu un cas de dégradation dans un logement. Malgré les preuves apportées, la plateforme a choisi de donner raison au voyageur, ce que nous avons trouvé injustifié.
Par ailleurs, nous avons également fait face à un souci de réservation non affichée, entraînant une mauvaise gestion de l’arrivée des voyageurs",Trustpilot,Annulation / Réservation,Qualité du bien,Haute
2025-08-06 10:54:24+00:00,1,"abritel est une plate-forme qui heberge des hotes et des hébergement insalubre, dangeureux et frauduleux et qui ne se préoccupe pas du dédommagement des victimes.",Google Play,Qualité du bien,,Haute
2025-08-06 10:07:34+00:00,1,"À fuir absolument. À fuir absolument ! Expérience catastrophique.

Nous avons loué un appartement à 1685€, pris le TGV + TER, fait des heures de route avec un enfant de 4 ans et un enfant handicapé, en pensant arriver dans un logement prêt à nous accueillir. Résultat : personne sur place à notre arrivée à 17h, propriétaire injoignable, et nous avons été abandonnés dehors avec tous nos bagages, en pleine chaleur, toute l'après-midi.

Aucune aide, aucun suivi, aucun respect.
Nous avons dû payer deux fois le TER, des Uber, un aller-retour en train totalement perdu, sans compter les autres frais liés à leur négligence.

Leur seule réponse ? Un simple remboursement des 1685€, sans même un mot d’excuse.
Aucune compensation pour les frais engagés, aucun geste commercial, aucune humanité.

Et pour couronner le tout, ils ont supprimé la réservation pour nous empêcher de laisser un avis sur leur site.

C’est une honte.
Une famille avec enfants, dont un en situation de handicap, laissée à l’abandon, sans explication.

Lieux : Appartement en duplex classé 1 étoile à 15 mn des plages et de la dune du Pyla.

5 Rue des Alliés
La Teste-de-Buch, Nouvelle-Aquitaine

 À fuir absolument.
 Aucun professionnalisme.
 Aucune considération.
 On a été pris pour des pigeons",Trustpilot,Financier,Service Client,Haute
2025-08-05 15:53:29+00:00,1,"Abritel est pas honnete et trés incompétent. equipe pas  serieuse du tout voire malhonnette 
incompétence aucuns suivis a fuir autant pour les propriétaires que pour les locataires ils ne regarde que leurs interets  c est grave surtout a bannir",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-05 11:21:41+00:00,1,"Propriétaires fuyez cette appli !. En tant que propriétaire je trouve que le site est lent, instable, non intuitif. En plus dans l'aide on vous envoie sur le site américain vrbo qui donne des infos inadaptées, toujours en anglais et parfois dans d'autres langues inconnues. Et bien sûr pas de contact... Bref si vous êtes propriétaire, fuyez ce système totalement inopérant !",Trustpilot,Localisation / Langue,Bug Technique,Haute
2025-08-04 22:41:18+00:00,1,"J'ai loué un appartement et me suis…. J'ai loué un appartement et me suis retrouvée avec un studio! Lorsque j'ai reçu ma confirmation de réservation je me suis aperçue que l'intitulé n'était pas le même. Je les ai contacté mais m'ont dit que tout était ok. Erreur. Je me suis bien retrouvé dans un studio , avec un canapé non convertible qu'il fallait monter tous les soirs , vaisselle sale...l'horreur!
Annulation ou changement impossible, sauf avec des frais supplémentaires !
Site à fuire !",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-04 12:58:54+00:00,1,Impossible de trouver l'espace propriétaire.,Google Play,Qualité du bien,,Haute
2025-08-03 22:55:43+00:00,1,"avis discriminatoire du propriétaire. la maison située à Palasca en Corse était formidable tout s est bien passé ; sauf 2 choses 
Nous etions 6 adultes au profil assez peu délinquants
1 chef de service hospitalier de 70 ans
1 médecin de 56 ans 
2 cadres de la fonction publique de 61 ans 
1 assistante sociale et 1 postier d une trentaine d année 
nous avons été confrontés à 2 soucis mineurs 


1) il ya eu une prise de flamme dans les graisses du barbecue que nous avons vite maitrisés mon epoux ayant une formation prévention incendie et nous avions bien conscience du risque incendie en Corse

2 la piscine est tombée en panne suite à la défection d une pièce selon ce que nous a expliqué le pisciniste après la visite hebdomadaire de ce dernier; 

j ai alerté la concierge qui m a répondu de manière désagreable et menaçante à 3 heures du matin ; je n en ai pas tenu compte ,mettant celà sur le compte du stress et de la fatigue
; elle nous a expliqué le jour du départ qu elle s excusait mais qu il lui avait été dit par les voisins que nous avions mis le feu:! donc on lui explique pour la prise de flamme dans le barbecue ,et elle me répond que çà peut arriver; 
le jour du départ elle est charmante et nous remercie de laisser la maison selon ses propos impeccable (alors que nous avions une prestation ménage donc nous aurions pu techniquement ne pas faire du tout de menage ,)
pour l anecdote elle etait ok au depart pour que nous quittions à midi et est revenue sans explications à 3 heures du matin toujours sur cet accord;
nous nous sommes inclinés ,rien ne l obligeait à être sympa et arrangeante; elle a d(ailleurs passé cet énervement nocturne de sa part été toujours efficace professionnelle et bien veillante ;

pour la piscine elle a fait intervenir le piscinniste suite à la panne que nous avons signalée
 (après celà dit nous avoir envoyé une photo avec le commentaire suivant ' figurez vous que je sais ce qui se passe dans cette maison même quand je n y suis pas)
 ' nous avons compris et constaté que les voisins rentraient sans prévenir dans le jardin mais n avons pas prêté attention alors que c est pour le moins cavalier ,; nous avions passé un séjour excellent dans une maison merveilleuse mais la proprietaire a noté 2/10 la personne qui avait réservé ! 
nous n 'avons pas détruit quoi que ce soit nous avons veiller à tout bien entretenir et elle 
ce en nous notant 1 en communication ,2 en menage ( nous avions la prestation et de l aveu même de la concierge l avons laissée très propre  ) et les autres critères comme la communication en 1 alors que pour le coup c est plutôt nous qui aurions pu éventuellement de recevoir des sms à 3 heures du matin de la concierge . 
£
bref , la personne qui a réservé ( honorable médecin de 56 ans ) est désormais bannie selon toute vraisemblance d abritel 
quand c est nous qui aurions du eventuellment nous inquiéter des intrusions du voisin , j envisage de porter plainte pour diffamation ;et contre violation domicile par le voisin avec accord du propriétaire,
a moins qu abritel ait une explication cohérente à nous fournir. 
toujours est il que vous venez de perdre une famille de client qui ne vous fera pas de publicité . 
pierrette BODELOT",Trustpilot,Bug Technique,Qualité du bien,Haute
2025-08-03 18:08:38+00:00,2,"Application correcte Mode de paiement limite => Carte bancaire uniquement (pas de Paypal ou autre). L'application redirige vers le site Américian Vrbo (maison mère de Abritel), qui demande toutes les informations personnelles (numéro de CB, adresse postale, numéro de téléphone... la totale), et effectue la transaction sans prendre le soin de la faire valider par la banque de l'utilisateur. Niveau sécurité j'ai vu mieux ! En espérant qu'ils ne soient pas piraté un jour...",Google Play,Localisation / Langue,Financier,Moyenne
2025-08-03 10:24:00+00:00,3,votre application ne fonctionne pas,Google Play,Bug Technique,,Basse
2025-08-03 09:59:04+00:00,1,au départ il était prévu deux versement un le jour de la réservation et le deuxième le 19 septembre mais finalement il y a 3 versements pas très professionnel,Google Play,Financier,,Haute
2025-08-02 21:50:03+00:00,1,honnêtement déçu location non respectée arnaque même s'il rembourse ils vous bousille vos vacances se trouve sans logement avec 2050 km dans un autre pays et quand on regarde avec Expedia même rengaine engagement non respecté decu,Google Play,Financier,Qualité du bien,Haute
2025-08-02 21:23:54+00:00,1,Langue. Impossible de mettre en français !!!!,App Store,Localisation / Langue,,Haute
2025-08-02 16:58:25+00:00,1,"Zéro… des réservations soit disant disponible. Inadmissible des réservations disponibles sur lequel..
Des payements prélevés 
Et des hôtes (merci à eux) qui vous appelle pour vous informer que c’est complet.
Et impossible de se faire rembourser !!!
Abritel… fini pour moi",App Store,Financier,Qualité du bien,Haute
2025-08-02 09:38:25+00:00,2,Problème de doublon. Gros problème de la part d’abritel arriver sur place la location était déjà prise .. heureusement que la propriétaire a pu nous reloger pour la première semaine et nous avons re changer aujourd’hui samedi dans un autre studio beaucoup plus petit que ce que j’avais réservé obligé d’acheter un matelas car 1 seul couchage pour 3 !!!la propriétaire a tout fait pour que nous puissions continuer nos vacances mais il a une sacrée différence de prestations..je suis toujours passé par abritel pour mes vacances et cette année je suis très déçu de leur service…,App Store,Qualité du bien,,Moyenne
2025-08-01 15:58:14+00:00,1,"Contact. Nul, car impossible de modifier l e-mail!!!",App Store,Service Client,,Haute
2025-08-01 10:33:58+00:00,1,"nous avions réservé un séjour en février pour le mois d'août. 15 jours avant le départ, la location est purement annulée pour une soit disant vente du bien, comme si, en France, les ventes se faisaient en 15 jours... nous contactons l'assistance en ligne abritel via le chat... ils sont désolés. une équipe locale devait nous rappeler. nous attendons toujours l'appel... c'est la première fois que nous faisions appel à Abritel. ce sera la dernière.",Google Play,Annulation / Réservation,Service Client,Haute
2025-08-01 08:39:49+00:00,1,"Rare possibilité de se connecter sur son compte. A chaque fois, ""désolé, une erreur s'est produite de notre côté""",Google Play,Bug Technique,,Haute
2025-07-31 16:20:46+00:00,1,"gros bug pour le paiement une plateforme en anglais, dernière fois que je réserve sur abrité",Google Play,Localisation / Langue,Financier,Haute
2025-07-30 19:22:23+00:00,1,je ne trouve pas le français,Google Play,Localisation / Langue,,Haute
2025-07-27 16:39:40+00:00,1,je suis propriétaire et impossible de me connecter sur mon compte professionnel !,Google Play,Bug Technique,Qualité du bien,Haute
2025-07-24 20:25:46+00:00,1,Langue. Impossible de changer de langue !,App Store,Localisation / Langue,,Haute
2025-07-24 12:59:58+00:00,1,"attention à une annulation 48 heures avant, aucun remboursement sera fait.",Google Play,Annulation / Réservation,Financier,Haute
2025-07-24 00:41:21+00:00,1,"J’ai réservé un appartement à Tanger via Abritel et j’ai été complètement abandonné une fois sur place. La totalité du montant m’a été prélevée immédiatement, mais à mon arrivée, aucune réponse du propriétaire. Je me suis donc rendu en agence où l’on m’a informé qu’aucune réservation n’existait à mon nom, car ils avaient oublié de retirer l’appartement de leur base. Résultat : aucun logement, aucun suivi, aucune solution proposée. J’ai perdu du temps, de l’argent et mes vacances ont été gâchées.",Google Play,Financier,Service Client,Haute
2025-07-23 08:37:15+00:00,1,Argg. Impossible de mettre en français et en euros,App Store,Localisation / Langue,,Haute
2025-07-22 15:46:24+00:00,1,"Arnaque optez pour Airbnb +++. Arnaque organisée... ils prélèvent l'argent de la location avant acceptation de l'hôte... du coup quand l'hôte refuse car logement indisponible on vous rembourse le prélèvements mais vu qu'il s'agit d'un site US, les frais bancaires induits par le prélèvement n'est pas rembourser... au total sur 3 logements refusés par les hôtes j'ai perdu plus de 25€",App Store,Annulation / Réservation,Financier,Haute
2025-07-21 13:00:55+00:00,1,Location insalubre. Location a fuir,App Store,Qualité du bien,,Haute
2025-07-19 11:46:52+00:00,3,"Impossible d'avoir une réponse à une question autre que par un agent virtuel qui ne comprend rien. On pose une question et répond par des questions qui n'ont aucun rapport avec notre demande. C'est insupportable. On ne peut pas parler à un agent physique Abritel. De plus, ils se permettent d'envoyer des mails à la place de l'hôte sans son autorisation mais en se faisant passer pour lui.",Google Play,UX / Ergonomie,Service Client,Basse
2025-07-19 08:10:12+00:00,1,"Une vraie escroquerie. Même quand le propriétaire refuse votre réservation, vous êtes débités !",Google Play,Financier,Qualité du bien,Haute
2025-07-18 02:03:39+00:00,2,Beaucoup trop de beugs !!!. Beaucoup trop de beugs !!!! Peu de mises à jour,App Store,Bug Technique,,Haute
2025-07-17 20:28:47+00:00,5,cool,Google Play,Autre,,Basse
2025-07-17 19:22:39+00:00,1,a fuir. Arnaque,App Store,Financier,,Haute
2025-07-17 18:34:59+00:00,3,le service de paiement est en anglais,Google Play,Localisation / Langue,Financier,Basse
2025-07-17 12:55:49+00:00,1,Texte en anglais Devises en NZ Impossible de changer ces 2 paramètres car ils ne figurent pas dans le profil utilisateur !!! J'ai cherché partout sans succès J'ai installé l'app mais ce n'est pas mieux...,Google Play,Localisation / Langue,,Haute
2025-07-17 12:16:37+00:00,1,"impossible de paramétrer la recherche. maison, villa, appartement, mobilhome, tout est proposé malgré les choix. Vraiment pas adapté aux smartphones",Google Play,Qualité du bien,,Haute
